date,close
2023-09-05,68.79376983642578
2023-09-06,68.89331817626953
2023-09-07,68.39553833007812
2023-09-11,69.8888931274414
2023-09-12,69.8888931274414
2023-09-13,70.08800506591797
2023-09-14,70.13777923583984
2023-09-15,71.48180389404297
2023-09-18,71.83024597167969
2023-09-19,71.1831283569336
2023-09-20,71.83024597167969
2023-09-21,71.58135986328125
2023-09-22,71.38224029541016
2023-09-25,71.92980194091797
2023-09-26,70.63555908203125
2023-09-27,71.92980194091797
2023-09-28,70.28711700439453
2023-09-29,71.92980194091797
2023-10-03,70.93423461914062
2023-10-04,70.08800506591797
2023-10-05,70.5857925415039
2023-10-06,71.7306900024414
2023-10-09,71.0337905883789
2023-10-10,71.7306900024414
2023-10-11,72.47737121582031
2023-10-12,72.02935791015625
2023-10-13,71.53157806396484
2023-10-16,70.98402404785156
2023-10-17,70.78490447998047
2023-10-18,70.78490447998047
2023-10-19,69.1422119140625
2023-10-20,68.6942138671875
2023-10-24,67.3004150390625
2023-10-25,67.10130310058594
2023-10-26,59.48520278930664
2023-10-27,59.03719711303711
2023-10-30,57.942073822021484
2023-10-31,58.53941345214844
2023-11-01,59.88343048095703
2023-11-02,58.53941345214844
2023-11-03,59.48520278930664
2023-11-06,59.98298645019531
2023-11-07,60.3314323425293
2023-11-08,59.28608703613281
2023-11-09,58.83808135986328
2023-11-10,59.1865348815918
2023-11-13,58.93764114379883
2023-11-14,59.73409652709961
2023-11-15,61.0283317565918
2023-11-16,60.928775787353516
2023-11-17,61.0283317565918
2023-11-20,64.21415710449219
2023-11-21,63.86570358276367
2023-11-22,63.91548156738281
2023-11-23,63.96525955200195
2023-11-24,64.26393127441406
2023-11-27,64.91104888916016
2023-11-28,65.01061248779297
2023-11-29,64.26393127441406
2023-11-30,63.26836013793945
2023-12-01,64.1146011352539
2023-12-04,63.666587829589844
2023-12-05,63.16880416870117
2023-12-06,63.716365814208984
2023-12-07,64.06481170654297
2023-12-08,63.81592559814453
2023-12-11,64.01504516601562
2023-12-12,62.372352600097656
2023-12-13,61.97412109375
2023-12-14,62.72079849243164
2023-12-15,64.7119369506836
2023-12-18,62.77057647705078
2023-12-19,63.01947021484375
2023-12-20,65.30928039550781
2023-12-21,64.36348724365234
2023-12-22,63.81592559814453
2023-12-27,64.51282501220703
2023-12-28,65.80706024169922
2023-12-29,65.06037902832031
2024-01-02,65.70750427246094
2024-01-03,64.96083068847656
2024-01-04,63.81592559814453
2024-01-05,63.51725387573242
2024-01-08,63.86570358276367
2024-01-09,63.96525955200195
2024-01-10,62.372352600097656
2024-01-11,62.87013626098633
2024-01-12,61.7252311706543
2024-01-15,61.277225494384766
2024-01-16,59.4354248046875
2024-01-17,57.0958366394043
2024-01-18,56.94650650024414
2024-01-19,56.598052978515625
2024-01-22,56.498497009277344
2024-01-23,57.742958068847656
2024-01-24,61.0283317565918
2024-01-25,59.73409652709961
2024-01-26,58.88786315917969
2024-01-29,59.53498077392578
2024-01-30,59.23630905151367
2024-01-31,58.738525390625
2024-02-01,58.34029769897461
2024-02-02,59.33586502075195
2024-02-05,58.738525390625
2024-02-06,58.738525390625
2024-02-07,58.53941345214844
2024-02-08,58.53941345214844
2024-02-09,57.44429016113281
2024-02-14,56.846946716308594
2024-02-15,56.846946716308594
2024-02-16,58.19096374511719
2024-02-19,58.53941345214844
2024-02-20,58.78830337524414
2024-02-21,59.1865348815918
2024-02-22,59.98298645019531
2024-02-23,62.17323684692383
2024-02-26,63.11902618408203
2024-02-27,63.069244384765625
2024-02-28,63.41769790649414
2024-02-29,63.6168098449707
2024-03-01,65.20972442626953
2024-03-04,68.09687042236328
2024-03-05,66.60352325439453
2024-03-06,65.96434783935547
2024-03-07,66.1640853881836
2024-03-08,65.96434783935547
2024-03-11,65.4150619506836
2024-03-12,66.56356811523438
2024-03-13,66.36382293701172
2024-03-14,64.66603088378906
2024-03-15,64.36641693115234
2024-03-18,64.76589965820312
2024-03-19,64.01687622070312
2024-03-20,65.01557922363281
2024-03-21,65.91441345214844
2024-03-22,66.0142822265625
2024-03-25,65.66473388671875
2024-03-26,66.91311645507812
2024-03-27,68.01168823242188
