date,close
2024-03-28,66.91311645507812
2024-04-02,66.51363372802734
2024-04-03,66.91311645507812
2024-04-05,68.46110534667969
2024-04-08,68.26136016845703
2024-04-09,68.16149139404297
2024-04-10,67.26265716552734
2024-04-11,66.71337890625
2024-04-12,65.71467590332031
2024-04-15,65.01557922363281
2024-04-16,63.267845153808594
2024-04-17,62.76849365234375
2024-04-18,64.4163589477539
2024-04-19,63.467586517333984
2024-04-22,63.966941833496094
2024-04-23,65.4150619506836
2024-04-24,65.96434783935547
2024-04-25,66.71337890625
2024-04-26,67.41246795654297
2024-04-29,67.46240234375
2024-04-30,67.81195068359375
2024-05-02,71.856689453125
2024-05-03,73.90403747558594
2024-05-06,74.50325775146484
2024-05-07,73.60442352294922
2024-05-08,73.30481719970703
2024-05-09,73.45462036132812
2024-05-10,74.65306091308594
2024-05-13,75.90144348144531
2024-05-14,75.95137786865234
2024-05-16,76.65046691894531
2024-05-17,77.29962921142578
2024-05-20,77.24968719482422
2024-05-21,76.0512466430664
2024-05-22,76.75033569335938
2024-05-23,75.90144348144531
2024-05-24,76.0512466430664
2024-05-27,76.45072937011719
2024-05-28,77.19976043701172
2024-05-29,76.40079498291016
2024-05-30,76.00131225585938
2024-05-31,77.00001525878906
2024-06-03,77.649169921875
2024-06-04,75.80157470703125
2024-06-05,73.10507202148438
2024-06-06,74.00390625
2024-06-07,74.00390625
2024-06-11,74.00390625
2024-06-12,73.30481719970703
2024-06-13,73.70429992675781
2024-06-14,72.05643463134766
2024-06-17,71.65695190429688
2024-06-18,71.60701751708984
2024-06-19,72.10636901855469
2024-06-20,71.60701751708984
2024-06-21,71.2075424194336
2024-06-24,71.75682067871094
2024-06-25,72.45591735839844
2024-06-26,71.75682067871094
2024-06-27,71.30741119384766
2024-06-28,71.00779724121094
2024-07-02,71.2574691772461
2024-07-03,71.2574691772461
2024-07-04,72.50585174560547
2024-07-08,71.60701751708984
2024-07-09,71.05773162841797
2024-07-10,70.80805969238281
2024-07-11,72.00650024414062
2024-07-12,72.85539245605469
2024-07-15,72.85539245605469
2024-07-16,73.05513763427734
2024-07-17,73.4046859741211
2024-07-18,74.7529296875
2024-07-19,72.25617218017578
2024-07-22,73.35474395751953
2024-07-23,73.00520324707031
2024-07-24,71.90663146972656
2024-07-25,70.75811767578125
2024-07-26,72.20624542236328
2024-07-29,73.20494842529297
2024-07-30,76.80027770996094
2024-07-31,78.09858703613281
2024-08-01,75.95137786865234
2024-08-02,72.45591735839844
2024-08-05,67.46240234375
2024-08-06,69.35993194580078
2024-08-07,69.31000518798828
2024-08-08,68.5999984741211
2024-08-09,70.5
2024-08-12,71.80000305175781
2024-08-13,72.75
2024-08-14,72.80000305175781
2024-08-15,73.80000305175781
2024-08-16,76.5999984741211
2024-08-19,76.5
2024-08-20,76.9000015258789
2024-08-21,75.5999984741211
2024-08-22,76.6500015258789
2024-08-23,77.6500015258789
2024-08-26,77.94999694824219
2024-08-27,78.80000305175781
2024-08-28,79.30000305175781
2024-08-29,79.30000305175781
2024-08-30,79.5999984741211
2024-09-02,79.5
2024-09-05,77.3499984741211
